Plot Data
Time	Input_Slew RealValue	Input_BoomLift RealValue	Input_DipperArm RealValue	Input_Bucket RealValue	ForceR_Slew r	Cylinder_BoomLift_L x	Cylinder_DipperArm x	Cylinder_Bucket x
0.0012	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-8.7694258766199566549e-6	682.37598464204302218	405.32138698603472449	443.91122761675973152
0.0192	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.0040291807258113496518	681.56976084092150359	404.97049382505343829	442.09908835177247965
0.024	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.0058063529492123951842	681.16209887275408619	404.5277214185901471	442.63775260377667564
0.0252	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.0062643477759809738925	681.05685728714558991	404.41144612771716993	442.82573677410988466
0.042	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.011180366949635145435	679.94489745869520902	404.70315407282885189	443.67781258022955626
0.0588	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.01419051084988137354	679.74697592843381244	406.98116194208569141	442.94211024760579676
0.0756	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.017038499232983572024	680.06632691847460137	407.71770384353010286	445.26878438451257125
0.0924	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.019843032006113960064	680.65231189520056887	408.59661798094538199	446.02712239188599597
0.1092	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.020235042677686995022	681.04640657826780625	409.02389135762774686	445.25623513239509066
0.126	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.017697313100954525228	680.79924305358781567	407.7027832323026928	445.22524945976738309
0.1428	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.012312490044376138768	680.17357574265702169	407.10669679360756845	443.54755041338000865
0.1596	4.6784162521362304688	4.6784162521362304688	-4.6784162521362304688	-3.5614558495581150055	-0.0015541414623063123587	679.35009474469381985	406.63629967228911255	444.07539095756618508
