193.39055466651917,0.0019026021770281747,676.5981052490492,409.75878363278065,446.0724918328941
194.3998363018036,0.002657915926768387,676.599362281618,409.7607620940039,446.2772627868233
194.40781545639038,0.003233936744985602,676.5993530346157,409.76095142337033,446.2788388021518
194.41679120063782,0.0036935502138658277,676.59922029861,409.76118868221045,446.28032535682803
194.4247694015503,0.00413007760680208,676.5992385623969,409.76139022761396,446.28232513461097
194.43574261665344,0.004685975004756342,676.599397882458,409.7615821173487,446.28440742027664
194.44571566581726,0.005186657549048805,676.5993149764494,409.76178880933446,446.2858853706534
194.4566843509674,0.005448935880300095,676.5992594161326,409.76191180751675,446.2869428064705
194.46466302871704,0.005838373105266776,676.5994527752706,409.76207431067303,446.2883356645843
194.47463536262512,0.006144597106127089,676.5994560151128,409.76223568904857,446.2894226562263
194.48361253738403,0.006324135356145894,676.5993242778054,409.76233643795825,446.2905875936968
194.49956965446472,0.006584553329659529,676.5995157510827,409.76259652817606,446.2932990775458
194.51253533363342,0.006672766328113128,676.5993109730921,409.76279279687157,446.294881684287
194.52450251579285,0.006708890434359301,676.5994223230565,409.76287626546,446.29742291664843
194.5364682674408,0.006675888756971953,676.5994748166828,409.7629939700212,446.29893441217985
194.54843544960022,0.006602000083729859,676.5993361702596,409.76310704322003,446.3003104702096
194.5604031085968,0.006406681094827258,676.5995758799978,409.7628627771274,446.3022094669077
194.57536268234253,0.0062033755579843945,676.5994586343828,409.76271405164164,446.30337254183206
194.58633399009705,0.0058441808304939375,676.5995915489502,409.7624396282825,446.3059360500014
194.6002974510193,0.005435700254091827,676.5995500723192,409.76211063790714,446.30943519033303
