Plot Data
Time	Input_Slew RealValue	Input_BoomLift RealValue	Input_DipperArm RealValue	Input_Bucket RealValue	ForceR_Slew r	Cylinder_BoomLift_L x	Cylinder_DipperArm x	Cylinder_Bucket x
0.0012	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-8.7694258766199566549e-6	682.37598464204302218	405.32138698603472449	443.91122761675973152
0.018	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.0036092351979941420491	681.66473175646035543	405.05985879306570041	442.04553438020843714
0.024	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.0058063521982452681591	681.16209887290506231	404.52772141887129465	442.6377526037726966
0.0252	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.0062643469941242998708	681.05685728730497885	404.41144612800053437	442.82573677413870428
0.042	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.011180373236599417536	679.94489745759653943	404.7031540702860184	443.67781258051996929
0.0588	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.014190535054818499347	679.74697592458358031	406.98116193408804975	442.94211024628327777
0.0756	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.017038518023802406987	680.0663269169593832	407.71770384193672498	445.26878437934334443
0.0924	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.019843013523783481489	680.65231190129350125	408.5966179986867246	446.02712238235500308
0.1092	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.0202350188973157534	681.04640658118762531	409.02389136283647986	445.25623514493838684
0.126	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.017697332290538585892	680.79924304009330172	407.70278323433041123	445.22524943435126943
0.1428	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.012312474174426055532	680.17357573312199293	407.10669680487944788	443.5475504026614999
0.1596	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.0015540829481406157487	679.35009475483673214	406.63629969165629063	444.07539098035596226
0.1764	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.013776894172720271711	678.53667803858195384	408.02083667494059682	444.32806794069637135
0.1932	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.022689982258108178093	677.43845988040436623	409.02769157585674975	446.04076603270982559
0.21	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.024343854473504501074	676.10855277617793035	410.4201273493838471	445.8545093146312297
0.2268	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.023563985272283313049	674.89017439806264065	411.16632760979285877	445.61305417637089477
0.2436	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.02109176930489018234	674.21695395508015736	411.05039656357934064	446.21807608836729742
0.2604	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.019462088027326560069	674.35446829724958206	411.07734090251534553	445.94328803207008605
0.2772	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.017478638032404382463	675.00794777898715893	410.71672717686891474	445.60107546617552998
0.294	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.013454470263714296552	675.83242676135671445	409.85694231533699394	445.35673678293329658
0.3	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.011741956365845265114	676.12768466329282546	409.67786615049175225	444.96125589059829508
0.3168	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.0070957499076070955357	676.7801028726671575	408.98968416496040845	444.50402837754865004
0.3336	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.0034328912844907221932	677.21248330480807454	408.83253538430932394	444.34331023217021084
0.3504	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	0.0011084460545390691349	677.36131689130286304	409.12917805330249621	444.68306832525126993
0.3672	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.00090933648640738220896	677.18651541130418536	409.68082872656640347	445.05704530051792744
0.384	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.0048489540100068286368	676.65987341198569993	409.97675982747159651	445.35495447185769535
0.402	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.010982097138989069945	675.94178939789401284	410.04813706154328656	445.25785017111297748
0.4188	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.015706913895255990299	675.56499772391907754	410.0491073323407818	445.15947711915129048
0.4356	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.016964364450656015115	675.68520381497341987	410.06567441132858676	445.31121966466326967
0.4524	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.017016272300320059441	676.1083116231599206	410.09501471854480315	445.30515277564455801
0.4692	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.017430060766980042669	676.60768075445298564	409.93037572764876586	445.23898503270112315
0.486	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.018196655839627269569	677.03374976778047767	409.61160689522034772	444.99320970485513271
0.5028	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.019897405729390322399	677.29808020429163662	409.26068357404523113	444.73090811755622553
0.5196	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-3.5614558495581150055	-0.020668890783897445745	677.40961872177103942	409.12681503183199538	444.61679674242537885
