Plot Data
Time	Input_Slew RealValue	Input_BoomLift RealValue	Input_DipperArm RealValue	Input_Bucket RealValue	ForceR_Slew r	Cylinder_BoomLift_L x	Cylinder_DipperArm x	Cylinder_Bucket x
0.0012	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-8.7694258766199566549e-6	682.37598464204302218	405.32138698603472449	443.91122761675973152
0.0192	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.0040291806493762596236	681.56976084093525969	404.97049382508453164	442.09908835176628372
0.024	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.005806352832727760746	681.16209887277841517	404.52772141863147226	442.63775260377758514
0.0252	-17.679102346301078796	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.0062643476739487795671	681.05685728716775884	404.41144612775315181	442.82573677411699009
0.042	-0.0091554131358861923218	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.011180370683962563907	679.94489745803173264	404.70315407149928433	443.67781258015713775
0.0588	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.014190522527453276053	679.74697592657400946	406.98116193844100508	442.94211024687569989
0.0756	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.017038505956167279698	680.06632691812910707	407.71770384370734064	445.26878438239157276
0.0924	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.019843018425196357751	680.65231189888072549	408.59661799070511279	446.0271223885473546
0.1092	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.020235028605437306581	681.04640657985225971	409.02389135995298375	445.25623513952581334
0.126	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.017697324782495759549	680.7992430459374873	407.70278323160988521	445.22524944681998704
0.1428	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.012312480535637196702	680.17357573809488258	407.1066968005135891	443.54755040756600692
0.1596	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.0015541029461962308725	679.35009475229662712	406.63629968362624822	444.07539097506463577
0.1764	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	0.013776912794452613603	678.53667803957898741	408.02083667406265022	444.3280679505653552
0.1932	4.6784162521362304688	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	0.022689997102726518208	677.43845988071086595	409.0276915732694647	446.04076604266276718
0.21	4.6784162521362304688	4.6784162521362304688	-3.5065233707427978516	-0.0091554131358861923218	0.024343825277950825042	676.10855276765585131	410.42012732890822235	445.85450932243873012
0.2268	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.023563955357020306691	674.89017439350448058	411.16632760032757687	445.61305416699525495
0.2436	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.021091763584131843073	674.21695396031157088	411.05039655285855815	446.21807611855513187
0.2604	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.019462092837612049445	674.35446834657625459	411.07734121475539268	445.94328765662726255
0.2772	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.017478617096888048044	675.00794783584888137	410.71672738207985276	445.60107559992411552
0.2784	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.017253191353797058677	675.06649435241115498	410.65895484074189881	445.60261538817434257
0.2952	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.013114324201786832155	675.89183999591239171	409.8146844992608635	445.28849696853944806
0.312	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.0083538942945534013645	676.62966619157543846	409.23768191420174389	444.45801288025563736
0.33	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.0041153620125523298484	677.13690847075770307	408.76565123614403774	444.42853975201455796
0.3468	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	0.0014903822882049494371	677.35634405098687694	409.07798901334012953	444.5120491590724896
0.3636	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.00037080544782762544457	677.2511465730724467	409.52440652877231742	445.05824231252876189
0.3804	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.0037936537240446576921	676.80279761121744286	409.97851488468762682	445.25332254621974926
0.3972	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.00929709157101221359	676.1175324440445138	410.01884574408154549	445.35354325117691587
0.414	4.6784162521362304688	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.01470088998348127729	675.61786808175611441	410.05266470440125204	445.14442027644616928
0.4308	7.0222020149230957031	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.016897873515902640806	675.6145890894566719	410.05279135545714553	445.27846147043982228
0.4476	14.053559303283691406	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.016976545639524779491	675.9703152815568501	410.09979452190856364	445.31719021478153309
0.4644	39.835202693939208984	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.01734635171172950116	676.46371308584593862	410.00640724884954125	445.25708822107924334
0.4812	51.554131507873535156	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.018489858317772035756	676.92826631468210508	409.70382405988704022	445.09375073010568258
0.498	70.304417610168457031	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.020902194406497175139	677.24208116250531475	409.3601446034377318	444.77935849508355659
0.5148	86.710917949676513672	4.6784162521362304688	-14.053559303283691406	-0.0091554131358861923218	-0.023192670414821026786	677.38719119496158783	409.12174218127194081	444.64220777075405522
0.5316	105.46120405197143555	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.023116835973434578244	677.41485139133942539	409.23454857205109647	444.67465936293149298
0.5484	126.55527591705322266	4.6784162521362304688	0.0091554131358861923218	-0.0091554131358861923218	-0.020143403398634757845	677.32434051153768451	409.54190973750405647	444.98304573982858301
